topic_id	ref_id	s1	s2	anno_1	anno_2	anno_average
1	1.1.1	Speziell wird dabei die Plattform "Twitter" als öffentliches Diskussionsforum herausgehoben.	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	0	1	0.5
1	1.4.1	Schüler können während des Unterrichts abgelenkt werden	Schüler:innen können leicht abgelenkt werden	3	4	3.5
1	1.3.4	Der Autor glaubt auch an die Ideologie von Twitter, die Bildung für alle Schüler weniger kompliziert und interaktiver macht.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.2	Die Diskussion schließt Menschen ein, die zu schüchtern sind, um vor einer großen Gruppe von Menschen zu sprechen.	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.7	Einfacher Zugang zum Lernen	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.2.2	Können Lehrer dabei unterstützen Unterrichtsinhalte besser zu vermitteln	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	1	0	0.5
1	1.3.1	besseres Abrufen durch Diskussion	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.3	Jeder kann eigene Meinung schreiben und nicht laut sagen. das Internet kann als Unterrichtsmedium benutzt. Das hilft die informationen im Kopf halten.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	2	1	1.5
1	1.3.6	Dieser Ansatz es schüchternen Schülern leichter fällt, an der Diskussion teilzunehmen	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.4.1	Die Skepsis der Lehrern	Schüler:innen können leicht abgelenkt werden	0	1	0.5
1	1.3.6	Der Unterricht wird dynamischer	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.4.1	Angst vor der Zerstreuung	Schüler:innen können leicht abgelenkt werden	2	3	2.5
1	1.3.4	Gestaltet das lernen interaktiver und lebendiger, wodurch sich die Schüler die Inhalte besser merken können	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.3	Sinnvolle Ergänzung für den Unterricht	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.3	es kann sein, dass die Schüler so gewonnenes Wissen besser behalten	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.7	Forscher glauben, dass soziale Medien beim Lernen helfen.	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.5	Der Autor sieht Fernunterricht positiv, weil er die Schüler zum Lernen ermutigt und die Lehrer die Entwicklung des Internets verfolgen sollten	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	1	1	1
1	1.2.2	Soziale Netzwerke helfen Schülern sich den Stoff besser zu merken	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	0	1	0.5
1	1.3.4	Auch Schüler, die sich sonst nicht zu Wort melden, werden integriert	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	3	2	2.5
1	1.3.2	Stille Schüler können so besser erreicht werden.	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.4	Unterrichten mehr interaktiv * Studenten beteiligen mehr an den Unterricht	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	1	1	1
1	1.3.7	positive Erfahrungen von Lehrern, die Soziale Medien in Schulklasse benutzen	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.5	Sonst schüchterne Schüler werden besser in die Diskussion miteingebunden	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.7	Schüler die normalerweise schweigen würden, beteiligen sich am Unterricht	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.4.1	Es gibt Leute, die denken, dass nichts klassische Bücher ersetzen kann und Kinder mimen, dass sie sich nicht konzentrieren können und abgelenkt werden.	Schüler:innen können leicht abgelenkt werden	2	2	2
1	1.3.2	Dieser Ansatz es schüchternen Schülern leichter fällt, an der Diskussion teilzunehmen	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.5	Die Schüler berichten von positiven Erfahrungen	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	1	0	0.5
1	1.2.1	Der Autor berichtet von positiven Erfahrungen mit dem Netzwerk Twitter als Unterrichtsgegenstand	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.4	die Informationen werden im Gedächtnis besser gespeichert	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.3	Es wird nicht ohne Bücher im Klassenzimmer auskommen, nur weil es eine Ablenkung sein kann.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.6	Online-Unterricht ist interessanter und abwechslungsreicher	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.3	Er sagt, dass die Einführung von sozialen Medien vergleichbar ist mit der Erfindung des Buchdrucks.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.7	Internet ermoeglicht Wissen zu vermitteln und Diskussionen machen	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.7	Auf diese Weise würden die Geschichtsereignisse stärker im Gedächtnis haften bleiben, sagt Rösch. Und die Schüler profitieren von einem interessanten und abwechslungsreichen Unterricht.	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.3	Einfacher Zugang zum Lernen	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	1	1	1
1	1.3.5	Spaßiger	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.2	Forscher glauben, dass soziale Medien beim Lernen helfen.	Unterricht bleibt länger im Gedächtnis	0	1	0.5
1	1.3.4	Besser und abwechslungsreicher Unterricht	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.1	Der Unterricht ist interessanter	Unterricht ist abwechslungsreicher	3	3	3
1	1.3.2	Sonst schüchterne Schüler werden besser in die Diskussion miteingebunden	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.2	Der Unterricht mit Social Media ist abwechslungsreicher und interessanter	Unterricht bleibt länger im Gedächtnis	1	0	0.5
1	1.3.5	Der Unterricht mit Social Media ist abwechslungsreicher und interessanter	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.1.1	Einige der vorgestellten Argumente sind die Möglichkeit der Ablenkung bei der Verwendung von Medien wie Twitter.	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	0	0	0
1	1.2.1	Der Autor steht sozialen Netzwerken positiv gegenüber und empfindet ihre Nutzung als unbedenklich und sogar fördernd	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.4	Forscher glauben, dass soziale Medien beim Lernen helfen.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.4.1	Schüler könnten abgelenkt werden	Schüler:innen können leicht abgelenkt werden	4	4	4
1	1.3.5	Er sagt, dass die Einführung von sozialen Medien vergleichbar ist mit der Erfindung des Buchdrucks.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.4	Die ganze Klasse setzt fur das Lernen ein(sogar Leute, die nie etwas sagen)	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	1	2	1.5
1	1.3.5	Zurückhaltende Schüler können auch an der Diskussionen im Twitter teilnehmen, denn in normalen Gespräche würden sie schweigen.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.1	die Position des Autors ist folgendes: Soziale Medien im Unterricht sind ein Trend, es ist  doch bestens dafür geeignet, im Unterricht Schüler für neue Diskussionsformen zu gewinnen.	Autor befürwortet die Nutzung von Twitter im Unterricht	2	1	1.5
1	1.3.2	Spaßiger	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.2	besseres Abrufen durch Diskussion	Unterricht bleibt länger im Gedächtnis	2	2	2
1	1.3.7	Auch schüchterne Schüler beteiligen sich an der Diskussion	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.6	Die Schüler profitieren von interessanten und abwechslungsreichen Lektionen.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.2.2	Lehrer sollten lernen, wie sie soziale Medien im Unterricht nutzten können	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	0	0	0
1	1.3.4	Der Unterricht ist angenehmer	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.3	Ein Gedanke, den Lehrer sich häufiger bewusst machen sollten. Immerhin käme niemand auf die Idee, auf Bücher im Unterricht zu verzichten, nur weil sie auch ablenken können.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.2	Derzeit entwickeln sich soziale Medien rasant und werden von jungen Menschen und Lehrern immer häufiger genutzt.	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.1	Der Autor glaubt auch an die Ideologie von Twitter, die Bildung für alle Schüler weniger kompliziert und interaktiver macht.	Unterricht ist abwechslungsreicher	1	0	0.5
1	1.3.6	Sonst schüchterne Schüler werden besser in die Diskussion miteingebunden	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.5	Besser und abwechslungsreicher Unterricht	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.1	Jeder kann kommentieren, seine persönliche Meinung artikulieren.	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.5	Die Gefahr, dass Schüler sich ablenken lassen besteht auch ohne technische Geräte	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.4.1	Die meisten Lehrer sind noch nicht so geschult im Umgang mit sozialen Medien	Schüler:innen können leicht abgelenkt werden	0	0	0
1	1.3.1	Jeder kann eigene Meinung schreiben und nicht laut sagen. das Internet kann als Unterrichtsmedium benutzt. Das hilft die informationen im Kopf halten.	Unterricht ist abwechslungsreicher	0	0	0
1	1.4.1	Manche leute meinen, dass soziale Netzwerken die Schülern ablenken könnten.	Schüler:innen können leicht abgelenkt werden	3	3	3
1	1.3.4	Wer sich an zähe Deutschstunden erinnert, wird sich ausmalen können, wie produktiv ein solches textbasiertes Gespräch sein kann.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.4	Die Schüler profietieren von mehr interessanten Unterricht.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.2.3	Die Ablenkung kann auch ohne Internet stattfinden	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.5	Soziale Netzwerke im Unterricht erlauben neue Diskussionsformen.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.2	Twitter kann in der Schule als Diskussionsmedium genutzt werden, sollte aber mit Bedacht eingesetzt werden.	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	2	1	1.5
1	1.3.6	Die Schüler profietieren von mehr interessanten Unterricht.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.4	Schüler die normalerweise schweigen würden, beteiligen sich am Unterricht	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	3	3	3
1	1.3.6	Forscher glauben, dass soziale Medien beim Lernen helfen.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	1	0	0.5
1	1.3.3	Auch sei ein Verschließen gegenüber neuer Technik nicht Ziel eines modernen Schulsystems.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.2	Stille Schüler trauen sich mehr	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.7	Auch deutsche Erziehungswissenschaftler sind inzwischen der Ansicht, dass Schüler und Lehrer sich dringend mit sozialen Medien auseinandersetzen müssen.	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.4	Dies fördert die Konversation	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	1	0	0.5
1	1.3.3	Soziale Medien ermöglichen den Unterricht, winkungsvoller für die Klasse zu sein	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.2	Zurückhaltende Schüler nehmen mehr teil an den Unterricht.	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.5	besseres Abrufen durch Diskussion	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.1	es kann sein, dass die Schüler so gewonnenes Wissen besser behalten	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.5	Dies ermutigt ruhigere Schüler zur Teilnahme	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.1	Schüler können sich leicht ablenken lassen	Autor befürwortet die Nutzung von Twitter im Unterricht	0	0	0
1	1.3.7	Kurze Antworten auf Twitter machen den Studenten Aussagen leichter	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.4	Das gelernte Material bleibt länger im Gedächtnis der Schüler, da es mehr auf ihre Sprache vermittelt wird	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.5	Stille Schüler können so besser erreicht werden.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.3	Der Autor erklärt ehrlich, dass solche Diskussionen mit der Nutzung von Twitter die Kommunikation von Menschen fördern können, die zuvor aufgrund ihres Wissens Angst hatten, daran teilzunehmen.	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.2.3	Der Autor drückt es nicht direkt aus.	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.2.3	Der Autor betrachtet die Sache objektiv und sieht kein Problem mit Fernunterricht	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.4	Zurückhaltendere Schüler beteiligen sich wieder aktiver am Unterricht	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	3	2	2.5
1	1.2.2	Der Autor vertritt die Auffassung, dass früher oder später solche Diskussionen entstehen werden	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	0	0	0
1	1.3.2	er sagt, dass mit herkömmlicher Unterrichtsmethode viele Schüler nicht an Diskussionen beteiligt sind, während im Internet alle ihre Ideen äußern können	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.1.1	ob es gut ist, soziale Medien für Unterrichtszwecke zu nutzen	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	3	3	3
1	1.1.1	Können soziale Medien, insbesondere Twitter, ein Werkzeug für das Lernen in der Schule sein?	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	4	3	3.5
1	1.3.4	Soziale Medien ermöglichen den Unterricht, winkungsvoller für die Klasse zu sein	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.7	Der Autor sieht Fernunterricht positiv, weil er die Schüler zum Lernen ermutigt und die Lehrer die Entwicklung des Internets verfolgen sollten	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.4.1	Allgemeine Skepsis gegenüber sozialen Medien im Unterricht.	Schüler:innen können leicht abgelenkt werden	0	0	0
1	1.2.1	Twitter ist bestens dafür geeignet im Unterricht neue Diskussionsformen zu gewinnen	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.7	Zurückhaltende Schüler nehmen mehr teil an den Unterricht.	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.4	Durch Inszenierung bleiben Geschichtsereignisse stärker im Gedächtnis	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.3	Die Schüler berichten von positiven Erfahrungen	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.1	Ergebnisse bleiben besser im Gedächtnis	Unterricht ist abwechslungsreicher	1	0	0.5
1	1.3.6	Dies ermutigt ruhigere Schüler zur Teilnahme	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.6	die Informationen werden im Gedächtnis besser gespeichert	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.6	Internet ermoeglicht Wissen zu vermitteln und Diskussionen machen	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.2	die Klasse wird motiviert mit zu arbeiten	Unterricht bleibt länger im Gedächtnis	1	0	0.5
1	1.3.6	Twitter ist nützlich, um neue Diskussionsformen zu erstellen.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.4.1	In Amerika wird diese Sichtweise unter anderem von Lehrern missbilligt, weil sie der Ansicht sind, dass die Nutzung des Internets im Unterricht eher zu mangelnder Konzentration der Schüler als zu einem der Lehrmittel führt.	Schüler:innen können leicht abgelenkt werden	2	2	2
1	1.2.2	Argumentiert, dass die Nutzung sozialer Netzwerke in der Bildung für Studenten von Vorteil sein kann	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	2	2	2
1	1.3.1	Die Schüler profitieren von interessanten und abwechslungsreichen Lektionen.	Unterricht ist abwechslungsreicher	3	3	3
1	1.3.4	Die Schüler berichten von positiven Erfahrungen	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.4.1	Die meisten Lehrer sind vorsichtig und glauben, dass soziale Medien die Schüler nur ablenken.	Schüler:innen können leicht abgelenkt werden	3	2	2.5
1	1.2.2	Der Autor ist der Ansicht, dass Twitter ideal für Diskussionen im Klassenzimmer geeignet ist	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	3	2	2.5
1	1.3.4	Jeder kann kommentieren, seine persönliche Meinung artikulieren.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	2	1	1.5
1	1.2.3	er sieht Vorteile in der Nutzung von Twitter	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.2.2	Soziale Medien, welche in den Unterricht eingebunden werden, helfen dabei Diskussionen zu fördern und nachhaltige Erinnerungen an den Unterricht und dessen Thema zu schaffen.	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	2	2	2
1	1.3.5	Zurückhaltende Schüler nehmen mehr teil an den Unterricht.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.5	Das gelernte Material bleibt länger im Gedächtnis der Schüler, da es mehr auf ihre Sprache vermittelt wird	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.3	Soziale Netzwerke im Unterricht helfen Schülern sich auszudrücken und mitzudiskutieren	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.4	Stille Schüler trauen sich mehr	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	2	2	2
1	1.2.3	Der Autor ist der Ansicht, dass Twitter ideal für Diskussionen im Klassenzimmer geeignet ist	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.2.1	Ich denke Der Autor findet sich sehr interessant die Erfahrungen von Lehrer	Autor befürwortet die Nutzung von Twitter im Unterricht	1	0	0.5
1	1.3.6	Soziale Medien sind näher am Lebensalltag der Schüler	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.5	Die Verlagerung auf textbasierte Mitwirkung am Unterricht bindet stille und gehemmte Schüler stärker ein	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.6	Der Autor argumentiert, dass Situationen wie diese den Gesprächsverlauf fördern, den Schülern Raum geben, sich zu beteiligen und sich mehr auszudrücken, und die zurückhaltendsten und stillsten ermutigen.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.4	Die Schüler die normalerweise schweigen würden, sich auf diese Weise an der Diskussion beteiligten	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	3	2	2.5
1	1.3.5	Soziale Medien ermöglichen den Unterricht, winkungsvoller für die Klasse zu sein	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.4.1	Soziale Medien könnten ablenken	Schüler:innen können leicht abgelenkt werden	2	3	2.5
1	1.3.3	Social Media ist ein guter Trend, der zum Lernen genutzt werden kann, nach Angaben von Psychologen	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.5	Vielzahl von Aktivitäten	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.6	Die Schüler müssen auch in sozialen Media Erfahrung sammeln	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.2	Soziale Medien ermöglichen den Unterricht, winkungsvoller für die Klasse zu sein	Unterricht bleibt länger im Gedächtnis	1	2	1.5
1	1.2.1	Der Autor glaubt, dass Social Media beim Lernen hilft	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.4	Der Autor sieht Fernunterricht positiv, weil er die Schüler zum Lernen ermutigt und die Lehrer die Entwicklung des Internets verfolgen sollten	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	1	0.5
1	1.4.1	Die Nutzung von Telefonen und Computern im Unterricht und die gleichzeitige Nutzung von sozialen Medien kann zu mangelnder Konzentration und mangelnder Bindung der Schüler führen.	Schüler:innen können leicht abgelenkt werden	2	2	2
1	1.3.1	schüchterne Schüler können sich eher beteiligen	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.3	Durch Inszenierung bleiben Geschichtsereignisse stärker im Gedächtnis	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.3	Die Schüler greifen mehr in den Unterricht über das Internet ein.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	2	2	2
1	1.3.3	Schüchterne Schüler miteinbeziehen	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	1	1	1
1	1.3.4	Sinnvolle Ergänzung für den Unterricht	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.2	Auch zurückhaltende Schüler nehmen so am Unterricht teil	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.2.3	Dass das nutzen von sozialen Netzwerken im Unterricht vorteilhaft ist	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.6	Der Unterricht mit sozialen Medien kann für Schüler interessanter sein, sie erinnern sich mehr an solche Aktivitäten.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.2.3	er denkt, dass die Nutzung des Internets dafür sorgt, dass der Unterrichtsinhalt lebendiger wird und von den Schülern besser verinnerlicht wird	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.6	Da auf Sozialen Medien die Hemmschwelle des kommentierens geringer ist, beteiligen sich mehr Schüler aktiv am Unterricht.	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.2.1	Laut dem Autor des Artikels kann die Verwendung von Twitter zur Popularisierung von Social Media als Lehrmittel beitragen, das so oft verwendet wird wie sogar Bücher.	Autor befürwortet die Nutzung von Twitter im Unterricht	1	1	1
1	1.2.1	Der Autor drückt es nicht direkt aus.	Autor befürwortet die Nutzung von Twitter im Unterricht	0	0	0
1	1.3.3	Zurückhaltende Schüler können auch an der Diskussionen im Twitter teilnehmen, denn in normalen Gespräche würden sie schweigen.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	2	2	2
1	1.3.1	Auch deutsche Erziehungswissenschaftler sind inzwischen der Ansicht, dass Schüler und Lehrer sich dringend mit sozialen Medien auseinandersetzen müssen.	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.1	abwechslungsreicher und spannender Unterricht	Unterricht ist abwechslungsreicher	4	4	4
1	1.2.1	Social Media ist ein großartiger und innovativer Unterrichtsansatz.	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.5	Zurückhaltendere Schüler beteiligen sich wieder aktiver am Unterricht	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.7	die Klasse wird motiviert mit zu arbeiten	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.3.7	interaktiver Unterricht bleibt weitaus stärker im Gedächtnis hängen als der traditionelle frontale Vortrag	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
1	1.1.1	Nutzung von Twitter in der Klasse könnte von Vorteil sein	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	1	1	1
1	1.3.1	Wer sich an zähe Deutschstunden erinnert, wird sich ausmalen können, wie produktiv ein solches textbasiertes Gespräch sein kann.	Unterricht ist abwechslungsreicher	1	0	0.5
1	1.4.1	Diese Internetdienste könnten eine Ablenkung darstellen	Schüler:innen können leicht abgelenkt werden	2	3	2.5
1	1.3.3	Durch den Einsatz neuer Lehrplattformen steigt die Lernbereitschaft vieler Schüler, die mit den 'traditionellen' Lehrmitteln vielleicht nicht zufrieden waren	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	1	1	1
1	1.3.3	Dies fördert die Konversation	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	2	1	1.5
1	1.3.5	Soziale Netzwerke lenken nicht mehr oder weniger ab als Bücher und auf Bücher würde auch niemand im Unterricht verzichten.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.6	Die Schüler berichten von positiven Erfahrungen	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	2	2	2
1	1.2.1	die Einführung von Medien in den Schulunterricht kann einige Herausforderungen darstellen	Autor befürwortet die Nutzung von Twitter im Unterricht	0	0	0
1	1.2.1	Positiv: Twitter und Handy benutzen im Unterricht kann sehr nuetzlich sein.	Autor befürwortet die Nutzung von Twitter im Unterricht	2	2	2
1	1.3.5	Forscher glauben, dass soziale Medien beim Lernen helfen.	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	1	0	0.5
